Word,Negative,Positive,Uncertainty,Litigious,Strong,Weak,Constraining
CONSTRAINS,0,0,0,0,0,0,1
CONSTRAINT,0,0,0,0,0,0,1
CONSTRAINTS,0,0,0,0,0,0,1
CONSTRUCTIVE,0,1,0,0,0,0,0
CONSTRUCTIVELY,0,1,0,0,0,0,0
CONSTRUE,0,0,0,1,0,0,0
CONSTRUED,0,0,0,1,0,0,0
CONSTRUES,0,0,0,1,0,0,0
CONSTRUING,0,0,0,1,0,0,0
CONTEMPT,1,0,0,0,0,0,0
CONTEND,1,0,0,0,0,0,0
CONTENDED,1,0,0,0,0,0,0
CONTENDING,1,0,0,0,0,0,0
CONTENDS,1,0,0,0,0,0,0
CONTENTION,1,0,0,0,0,0,0
CONTENTIONS,1,0,0,0,0,0,0
CONTENTIOUS,1,0,0,0,0,0,0
CONTENTIOUSLY,1,0,0,0,0,0,0
CONTESTABILITY,0,0,0,1,0,0,0
CONTESTATION,0,0,0,1,0,0,0
CONTESTED,1,0,0,0,0,0,0
CONTESTING,1,0,0,0,0,0,0
CONTINGENCIES,0,0,1,0,0,0,0
CONTINGENCY,0,0,1,0,0,0,0
CONTINGENT,0,0,1,0,0,0,0
CONTINGENTLY,0,0,1,0,0,0,0
CONTINGENTS,0,0,1,0,0,0,0
CONTRACT,0,0,0,1,0,0,0
CONTRACTED,0,0,0,1,0,0,0
CONTRACTHOLDER,0,0,0,1,0,0,0
CONTRACTHOLDERS,0,0,0,1,0,0,0
CONTRACTIBLE,0,0,0,1,0,0,0
CONTRACTILE,0,0,0,1,0,0,0
CONTRACTING,0,0,0,1,0,0,0
CONTRACTION,1,0,0,0,0,0,0
CONTRACTIONS,1,0,0,0,0,0,0
CONTRACTS,0,0,0,1,0,0,0
CONTRACTUAL,0,0,0,1,0,0,0
CONTRACTUALLY,0,0,0,1,0,0,0
CONTRADICT,1,0,0,0,0,0,0
CONTRADICTED,1,0,0,0,0,0,0
CONTRADICTING,1,0,0,0,0,0,0
CONTRADICTION,1,0,0,0,0,0,0
CONTRADICTIONS,1,0,0,0,0,0,0
CONTRADICTORY,1,0,0,0,0,0,0
CONTRADICTS,1,0,0,0,0,0,0
CONTRARY,1,0,0,0,0,0,0
CONTRAVENE,0,0,0,1,0,0,0
CONTRAVENED,0,0,0,1,0,0,0
CONTRAVENES,0,0,0,1,0,0,0
CONTRAVENING,0,0,0,1,0,0,0
CONTRAVENTION,0,0,0,1,0,0,0
CONTRAVENTIONS,0,0,0,1,0,0,0
CONTROVERSIAL,1,0,0,0,0,0,0
CONTROVERSIES,1,0,0,0,0,0,0
CONTROVERSY,1,0,0,0,0,0,0
CONTROVERT,0,0,0,1,0,0,0
CONTROVERTED,0,0,0,1,0,0,0
CONTROVERTING,0,0,0,1,0,0,0
CONVENIENS,0,0,0,1,0,0,0
CONVEYANCE,0,0,0,1,0,0,0
CONVEYANCES,0,0,0,1,0,0,0
CONVICT,1,0,0,1,0,0,0
CONVICTED,1,0,0,1,0,0,0
CONVICTING,1,0,0,1,0,0,0
CONVICTION,1,0,0,1,0,0,0
CONVICTIONS,1,0,0,1,0,0,0
CORRECTED,1,0,0,0,0,0,0
CORRECTING,1,0,0,0,0,0,0
CORRECTION,1,0,0,0,0,0,0
CORRECTIONS,1,0,0,0,0,0,0
CORRECTS,1,0,0,0,0,0,0
CORRUPT,1,0,0,0,0,0,0
CORRUPTED,1,0,0,0,0,0,0
CORRUPTING,1,0,0,0,0,0,0
CORRUPTION,1,0,0,0,0,0,0
CORRUPTIONS,1,0,0,0,0,0,0
CORRUPTLY,1,0,0,0,0,0,0
CORRUPTNESS,1,0,0,0,0,0,0
COSTLY,1,0,0,0,0,0,0
COTERMINOUS,0,0,0,1,0,0,0
COULD,0,0,1,0,0,1,0
COUNSEL,0,0,0,1,0,0,0
COUNSELED,0,0,0,1,0,0,0
COUNSELLED,0,0,0,1,0,0,0
COUNSELS,0,0,0,1,0,0,0
COUNTERCLAIM,1,0,0,0,0,0,0
COUNTERCLAIMED,1,0,0,0,0,0,0
COUNTERCLAIMING,1,0,0,0,0,0,0
COUNTERCLAIMS,1,0,0,0,0,0,0
COUNTERFEIT,1,0,0,0,0,0,0
COUNTERFEITED,1,0,0,0,0,0,0
COUNTERFEITER,1,0,0,0,0,0,0
COUNTERFEITERS,1,0,0,0,0,0,0
COUNTERFEITING,1,0,0,0,0,0,0
COUNTERFEITS,1,0,0,0,0,0,0
COUNTERMEASURE,1,0,0,0,0,0,0
COUNTERMEASURES,1,0,0,0,0,0,0
COUNTERSIGNOR,0,0,0,1,0,0,0
COUNTERSUED,0,0,0,1,0,0,0
COUNTERSUIT,0,0,0,1,0,0,0
COUNTERSUITS,0,0,0,1,0,0,0
COURT,0,0,0,1,0,0,0
COURTEOUS,0,1,0,0,0,0,0
COURTROOM,0,0,0,1,0,0,0
COURTS,0,0,0,1,0,0,0
COVENANT,0,0,0,0,0,0,1
COVENANTED,0,0,0,0,0,0,1
COVENANTING,0,0,0,0,0,0,1
COVENANTS,0,0,0,0,0,0,1
CREATIVE,0,1,0,0,0,0,0
CREATIVELY,0,1,0,0,0,0,0
CREATIVENESS,0,1,0,0,0,0,0
CREATIVITY,0,1,0,0,0,0,0
CRIME,1,0,0,1,0,0,0
CRIMES,1,0,0,1,0,0,0
CRIMINAL,1,0,0,1,0,0,0
CRIMINALITY,0,0,0,1,0,0,0
CRIMINALIZE,0,0,0,1,0,0,0
CRIMINALIZING,0,0,0,1,0,0,0
CRIMINALLY,1,0,0,1,0,0,0
CRIMINALS,1,0,0,1,0,0,0
CRISES,1,0,0,0,0,0,0
CRISIS,1,0,0,0,0,0,0
CRITICAL,1,0,0,0,0,0,0
CRITICALLY,1,0,0,0,0,0,0
CRITICISM,1,0,0,0,0,0,0
CRITICISMS,1,0,0,0,0,0,0
CRITICIZE,1,0,0,0,0,0,0
CRITICIZED,1,0,0,0,0,0,0
CRITICIZES,1,0,0,0,0,0,0
CRITICIZING,1,0,0,0,0,0,0
CROSSCLAIM,0,0,0,1,0,0,0
CROSSCLAIMS,0,0,0,1,0,0,0
CROSSROAD,0,0,1,0,0,0,0
CROSSROADS,0,0,1,0,0,0,0
CRUCIAL,1,0,0,0,0,0,0
CRUCIALLY,1,0,0,0,0,0,0
CULPABILITY,1,0,0,0,0,0,0
CULPABLE,1,0,0,0,0,0,0
CULPABLY,1,0,0,0,0,0,0
CUMBERSOME,1,0,0,0,0,0,0
CURTAIL,1,0,0,0,0,0,0
CURTAILED,1,0,0,0,0,0,0
CURTAILING,1,0,0,0,0,0,0
CURTAILMENT,1,0,0,0,0,0,0
CURTAILMENTS,1,0,0,0,0,0,0
CURTAILS,1,0,0,0,0,0,0
CUT,1,0,0,0,0,0,0
CUTBACK,1,0,0,0,0,0,0
CUTBACKS,1,0,0,0,0,0,0
CYBERATTACK,1,0,0,0,0,0,0
CYBERATTACKS,1,0,0,0,0,0,0
CYBERBULLYING,1,0,0,0,0,0,0
CYBERCRIME,1,0,0,0,0,0,0
CYBERCRIMES,1,0,0,0,0,0,0
CYBERCRIMINAL,1,0,0,0,0,0,0
CYBERCRIMINALS,1,0,0,0,0,0,0
DAMAGE,1,0,0,0,0,0,0
DAMAGED,1,0,0,0,0,0,0
DAMAGES,1,0,0,0,0,0,0
DAMAGING,1,0,0,0,0,0,0
DAMPEN,1,0,0,0,0,0,0
DAMPENED,1,0,0,0,0,0,0
DANGER,1,0,0,0,0,0,0
DANGEROUS,1,0,0,0,0,0,0
DANGEROUSLY,1,0,0,0,0,0,0
DANGERS,1,0,0,0,0,0,0
DEADLOCK,1,0,0,0,0,0,0
DEADLOCKED,1,0,0,0,0,0,0
DEADLOCKING,1,0,0,0,0,0,0
DEADLOCKS,1,0,0,0,0,0,0
DEADWEIGHT,1,0,0,0,0,0,0
DEADWEIGHTS,1,0,0,0,0,0,0
DEBARMENT,1,0,0,0,0,0,0
DEBARMENTS,1,0,0,0,0,0,0
DEBARRED,1,0,0,0,0,0,0
DECEASED,1,0,0,0,0,0,0
DECEDENT,0,0,0,1,0,0,0
DECEDENTS,0,0,0,1,0,0,0
DECEIT,1,0,0,0,0,0,0
DECEITFUL,1,0,0,0,0,0,0
DECEITFULNESS,1,0,0,0,0,0,0
DECEIVE,1,0,0,0,0,0,0
DECEIVED,1,0,0,0,0,0,0
DECEIVES,1,0,0,0,0,0,0
DECEIVING,1,0,0,0,0,0,0
DECEPTION,1,0,0,0,0,0,0
DECEPTIONS,1,0,0,0,0,0,0
DECEPTIVE,1,0,0,0,0,0,0
DECEPTIVELY,1,0,0,0,0,0,0
DECLARANT,0,0,0,1,0,0,0
DECLINE,1,0,0,0,0,0,0
DECLINED,1,0,0,0,0,0,0
DECLINES,1,0,0,0,0,0,0
DECLINING,1,0,0,0,0,0,0
DECREE,0,0,0,1,0,0,0
DECREED,0,0,0,1,0,0,0
DECREEING,0,0,0,1,0,0,0
DECREES,0,0,0,1,0,0,0
DEFACE,1,0,0,0,0,0,0
DEFACED,1,0,0,0,0,0,0
DEFACEMENT,1,0,0,0,0,0,0
DEFALCATION,0,0,0,1,0,0,0
DEFALCATIONS,0,0,0,1,0,0,0
DEFAMATION,1,0,0,0,0,0,0
DEFAMATIONS,1,0,0,0,0,0,0
DEFAMATORY,1,0,0,0,0,0,0
DEFAME,1,0,0,0,0,0,0
DEFAMED,1,0,0,0,0,0,0
DEFAMES,1,0,0,0,0,0,0
DEFAMING,1,0,0,0,0,0,0
DEFAULT,1,0,0,0,0,0,0
DEFAULTED,1,0,0,0,0,0,0
DEFAULTING,1,0,0,0,0,0,0
DEFAULTS,1,0,0,0,0,0,0
DEFEASANCE,0,0,0,1,0,0,0
DEFEASANCES,0,0,0,1,0,0,0
DEFEASE,0,0,0,1,0,0,0
DEFEASED,0,0,0,1,0,0,0
DEFEASEMENT,0,0,0,1,0,0,0
DEFEASES,0,0,0,1,0,0,0
DEFEASING,0,0,0,1,0,0,0
DEFEAT,1,0,0,0,0,0,0
DEFEATED,1,0,0,0,0,0,0
DEFEATING,1,0,0,0,0,0,0
DEFEATS,1,0,0,0,0,0,0
DEFECT,1,0,0,0,0,0,0
DEFECTIVE,1,0,0,0,0,0,0
DEFECTIVELY,0,0,0,1,0,0,0
DEFECTS,1,0,0,0,0,0,0
DEFEND,1,0,0,0,0,0,0
DEFENDABLE,0,0,0,1,0,0,0
DEFENDANT,1,0,0,1,0,0,0
DEFENDANTS,1,0,0,1,0,0,0
DEFENDED,1,0,0,0,0,0,0
DEFENDING,1,0,0,0,0,0,0
DEFENDS,1,0,0,0,0,0,0
DEFENSIVE,1,0,0,0,0,0,0
DEFER,1,0,0,0,0,0,0
DEFERENCE,0,0,0,1,0,0,0
DEFICIENCIES,1,0,0,0,0,0,0
DEFICIENCY,1,0,0,0,0,0,0
DEFICIENT,1,0,0,0,0,0,0
DEFICIT,1,0,0,0,0,0,0
DEFICITS,1,0,0,0,0,0,0
DEFINITELY,0,0,0,0,1,0,0
DEFINITIVELY,0,0,0,0,1,0,0
DEFRAUD,1,0,0,0,0,0,0
DEFRAUDED,1,0,0,0,0,0,0
DEFRAUDING,1,0,0,0,0,0,0
DEFRAUDS,1,0,0,0,0,0,0
DEFUNCT,1,0,0,0,0,0,0
DEGRADATION,1,0,0,0,0,0,0
DEGRADATIONS,1,0,0,0,0,0,0
DEGRADE,1,0,0,0,0,0,0
DEGRADED,1,0,0,0,0,0,0
DEGRADES,1,0,0,0,0,0,0
DEGRADING,1,0,0,0,0,0,0
DELAY,1,0,0,0,0,0,0
DELAYED,1,0,0,0,0,0,0
DELAYING,1,0,0,0,0,0,0
DELAYS,1,0,0,0,0,0,0
DELEGABLE,0,0,0,1,0,0,0
DELEGATABLE,0,0,0,1,0,0,0
DELEGATEE,0,0,0,1,0,0,0
DELEGEES,0,0,0,1,0,0,0
DELETERIOUS,1,0,0,0,0,0,0
DELIBERATE,1,0,0,0,0,0,0
DELIBERATED,1,0,0,0,0,0,0
DELIBERATELY,1,0,0,0,0,0,0
DELIGHT,0,1,0,0,0,0,0
DELIGHTED,0,1,0,0,0,0,0
DELIGHTFUL,0,1,0,0,0,0,0
DELIGHTFULLY,0,1,0,0,0,0,0
DELIGHTING,0,1,0,0,0,0,0
DELIGHTS,0,1,0,0,0,0,0
DELINQUENCIES,1,0,0,0,0,0,0
DELINQUENCY,1,0,0,0,0,0,0
DELINQUENT,1,0,0,0,0,0,0
DELINQUENTLY,1,0,0,0,0,0,0
DELINQUENTS,1,0,0,0,0,0,0
DELIST,1,0,0,0,0,0,0
DELISTED,1,0,0,0,0,0,0
DELISTING,1,0,0,0,0,0,0
DELISTS,1,0,0,0,0,0,0
DEMISE,1,0,0,0,0,0,0
DEMISED,1,0,0,0,0,0,0
DEMISES,1,0,0,0,0,0,0
DEMISING,1,0,0,0,0,0,0
DEMOLISH,1,0,0,0,0,0,0
DEMOLISHED,1,0,0,0,0,0,0
DEMOLISHES,1,0,0,0,0,0,0
DEMOLISHING,1,0,0,0,0,0,0
DEMOLITION,1,0,0,0,0,0,0
DEMOLITIONS,1,0,0,0,0,0,0
DEMOTE,1,0,0,0,0,0,0
DEMOTED,1,0,0,0,0,0,0
DEMOTES,1,0,0,0,0,0,0
DEMOTING,1,0,0,0,0,0,0
DEMOTION,1,0,0,0,0,0,0
DEMOTIONS,1,0,0,0,0,0,0
DEMURRED,0,0,0,1,0,0,0
DEMURRER,0,0,0,1,0,0,0
DEMURRERS,0,0,0,1,0,0,0
DEMURRING,0,0,0,1,0,0,0
DEMURS,0,0,0,1,0,0,0
DENIAL,1,0,0,0,0,0,0
DENIALS,1,0,0,0,0,0,0
DENIED,1,0,0,0,0,0,0
DENIES,1,0,0,0,0,0,0
DENIGRATE,1,0,0,0,0,0,0
DENIGRATED,1,0,0,0,0,0,0
DENIGRATES,1,0,0,0,0,0,0
DENIGRATING,1,0,0,0,0,0,0
DENIGRATION,1,0,0,0,0,0,0
DENY,1,0,0,0,0,0,0
DENYING,1,0,0,0,0,0,0
DEPEND,0,0,1,0,0,1,1
DEPENDABILITY,0,1,0,0,0,0,0
DEPENDABLE,0,1,0,0,0,0,0
DEPENDANCE,0,0,0,0,0,0,1
DEPENDANCES,0,0,0,0,0,0,1
DEPENDANT,0,0,0,0,0,0,1
DEPENDED,0,0,1,0,0,1,0
DEPENDENCE,0,0,1,0,0,0,0
DEPENDENCIES,0,0,1,0,0,0,1
DEPENDENCY,0,0,1,0,0,0,0
DEPENDENT,0,0,1,0,0,0,1
DEPENDING,0,0,1,0,0,1,1
DEPENDS,0,0,1,0,0,1,1
DEPLETE,1,0,0,0,0,0,0
DEPLETED,1,0,0,0,0,0,0
DEPLETES,1,0,0,0,0,0,0
DEPLETING,1,0,0,0,0,0,0
DEPLETION,1,0,0,0,0,0,0
DEPLETIONS,1,0,0,0,0,0,0
DEPOSE,0,0,0,1,0,0,0
DEPOSED,0,0,0,1,0,0,0
DEPOSES,0,0,0,1,0,0,0
DEPOSING,0,0,0,1,0,0,0
DEPOSITION,0,0,0,1,0,0,0
DEPOSITIONAL,0,0,0,1,0,0,0
DEPOSITIONS,0,0,0,1,0,0,0
DEPRECATION,1,0,0,0,0,0,0
DEPRESS,1,0,0,0,0,0,0
DEPRESSED,1,0,0,0,0,0,0
DEPRESSES,1,0,0,0,0,0,0
DEPRESSING,1,0,0,0,0,0,0
DEPRIVATION,1,0,0,0,0,0,0
DEPRIVE,1,0,0,0,0,0,0
DEPRIVED,1,0,0,0,0,0,0
DEPRIVES,1,0,0,0,0,0,0
DEPRIVING,1,0,0,0,0,0,0
DERELICT,1,0,0,0,0,0,0
DERELICTION,1,0,0,0,0,0,0
DEROGATE,0,0,0,1,0,0,0
DEROGATED,0,0,0,1,0,0,0
DEROGATES,0,0,0,1,0,0,0
DEROGATING,0,0,0,1,0,0,0
DEROGATION,0,0,0,1,0,0,0
DEROGATIONS,0,0,0,1,0,0,0
DEROGATORY,1,0,0,0,0,0,0
DESIGNATOR,0,0,0,1,0,0,0
DESIRABLE,0,1,0,0,0,0,0
DESIRED,0,1,0,0,0,0,0
DESIST,0,0,0,1,0,0,0
DESPITE,0,1,0,0,0,0,0
DESTABILIZATION,1,0,0,0,0,0,0
DESTABILIZE,1,0,0,0,0,0,0
DESTABILIZED,1,0,0,0,0,0,0
DESTABILIZING,1,0,1,0,0,0,0
DESTINED,0,1,0,0,0,0,0
DESTROY,1,0,0,0,0,0,0
DESTROYED,1,0,0,0,0,0,0
DESTROYING,1,0,0,0,0,0,0
DESTROYS,1,0,0,0,0,0,0
DESTRUCTION,1,0,0,0,0,0,0
DESTRUCTIVE,1,0,0,0,0,0,0
DETAIN,1,0,0,0,0,0,0
DETAINED,1,0,0,0,0,0,0
DETAINER,0,0,0,1,0,0,0
DETENTION,1,0,0,0,0,0,0
DETENTIONS,1,0,0,0,0,0,0
DETER,1,0,0,0,0,0,0
DETERIORATE,1,0,0,0,0,0,0
DETERIORATED,1,0,0,0,0,0,0
DETERIORATES,1,0,0,0,0,0,0
DETERIORATING,1,0,0,0,0,0,0
DETERIORATION,1,0,0,0,0,0,0
DETERIORATIONS,1,0,0,0,0,0,0
DETERRED,1,0,0,0,0,0,0
DETERRENCE,1,0,0,0,0,0,0
DETERRENCES,1,0,0,0,0,0,0
DETERRENT,1,0,0,0,0,0,0
DETERRENTS,1,0,0,0,0,0,0
DETERRING,1,0,0,0,0,0,0
DETERS,1,0,0,0,0,0,0
DETRACT,1,0,0,0,0,0,0
DETRACTED,1,0,0,0,0,0,0
DETRACTING,1,0,0,0,0,0,0
DETRIMENT,1,0,0,0,0,0,0
DETRIMENTAL,1,0,0,0,0,0,0
DETRIMENTALLY,1,0,0,0,0,0,0
DETRIMENTS,1,0,0,0,0,0,0
DEVALUE,1,0,0,0,0,0,0
DEVALUED,1,0,0,0,0,0,0
DEVALUES,1,0,0,0,0,0,0
DEVALUING,1,0,0,0,0,0,0
DEVASTATE,1,0,0,0,0,0,0
DEVASTATED,1,0,0,0,0,0,0
DEVASTATING,1,0,0,0,0,0,0
DEVASTATION,1,0,0,0,0,0,0
DEVIATE,1,0,1,0,0,0,0
DEVIATED,1,0,1,0,0,0,0
DEVIATES,1,0,1,0,0,0,0
DEVIATING,1,0,1,0,0,0,0
DEVIATION,1,0,1,0,0,0,0
DEVIATIONS,1,0,1,0,0,0,0
DEVISEES,0,0,0,1,0,0,0
DEVOLVE,1,0,0,0,0,0,0
DEVOLVED,1,0,0,0,0,0,0
DEVOLVES,1,0,0,0,0,0,0
DEVOLVING,1,0,0,0,0,0,0
DICTATE,0,0,0,0,0,0,1
DICTATED,0,0,0,0,0,0,1
DICTATES,0,0,0,0,0,0,1
DICTATING,0,0,0,0,0,0,1
DIFFER,0,0,1,0,0,0,0
DIFFERED,0,0,1,0,0,0,0
DIFFERING,0,0,1,0,0,0,0
DIFFERS,0,0,1,0,0,0,0
DIFFICULT,1,0,0,0,0,0,0
DIFFICULTIES,1,0,0,0,0,0,0
DIFFICULTLY,1,0,0,0,0,0,0
DIFFICULTY,1,0,0,0,0,0,0
DILIGENT,0,1,0,0,0,0,0
DILIGENTLY,0,1,0,0,0,0,0
DIMINISH,1,0,0,0,0,0,0
DIMINISHED,1,0,0,0,0,0,0
DIMINISHES,1,0,0,0,0,0,0
DIMINISHING,1,0,0,0,0,0,0
DIMINUTION,1,0,0,0,0,0,0
DIRECTIVE,0,0,0,0,0,0,1
DIRECTIVES,0,0,0,0,0,0,1
DISADVANTAGE,1,0,0,0,0,0,0
DISADVANTAGED,1,0,0,0,0,0,0
DISADVANTAGEOUS,1,0,0,0,0,0,0
DISADVANTAGES,1,0,0,0,0,0,0
DISAFFILIATION,1,0,0,1,0,0,0
DISAFFIRM,0,0,0,1,0,0,0
DISAFFIRMANCE,0,0,0,1,0,0,0
DISAFFIRMED,0,0,0,1,0,0,0
DISAFFIRMS,0,0,0,1,0,0,0
DISAGREE,1,0,0,0,0,0,0
DISAGREEABLE,1,0,0,0,0,0,0
DISAGREED,1,0,0,0,0,0,0
DISAGREEING,1,0,0,0,0,0,0
DISAGREEMENT,1,0,0,0,0,0,0
DISAGREEMENTS,1,0,0,0,0,0,0
DISAGREES,1,0,0,0,0,0,0
DISALLOW,1,0,0,0,0,0,0
DISALLOWANCE,1,0,0,0,0,0,0
DISALLOWANCES,1,0,0,0,0,0,0
DISALLOWED,1,0,0,0,0,0,0
DISALLOWING,1,0,0,0,0,0,0
DISALLOWS,1,0,0,0,0,0,0
DISAPPEAR,1,0,0,0,0,0,0
DISAPPEARANCE,1,0,0,0,0,0,0
DISAPPEARANCES,1,0,0,0,0,0,0
DISAPPEARED,1,0,0,0,0,0,0
DISAPPEARING,1,0,0,0,0,0,0
DISAPPEARS,1,0,0,0,0,0,0
DISAPPOINT,1,0,0,0,0,0,0
DISAPPOINTED,1,0,0,0,0,0,0
DISAPPOINTING,1,0,0,0,0,0,0
DISAPPOINTINGLY,1,0,0,0,0,0,0
DISAPPOINTMENT,1,0,0,0,0,0,0
DISAPPOINTMENTS,1,0,0,0,0,0,0
DISAPPOINTS,1,0,0,0,0,0,0
DISAPPROVAL,1,0,0,0,0,0,0
DISAPPROVALS,1,0,0,0,0,0,0
DISAPPROVE,1,0,0,0,0,0,0
DISAPPROVED,1,0,0,0,0,0,0
DISAPPROVES,1,0,0,0,0,0,0
DISAPPROVING,1,0,0,0,0,0,0
DISASSOCIATES,1,0,0,0,0,0,0
DISASSOCIATING,1,0,0,0,0,0,0
DISASSOCIATION,1,0,0,0,0,0,0
DISASSOCIATIONS,1,0,0,0,0,0,0
DISASTER,1,0,0,0,0,0,0
DISASTERS,1,0,0,0,0,0,0
DISASTROUS,1,0,0,0,0,0,0
DISASTROUSLY,1,0,0,0,0,0,0
DISAVOW,1,0,0,0,0,0,0
DISAVOWAL,1,0,0,0,0,0,0
DISAVOWED,1,0,0,0,0,0,0
DISAVOWING,1,0,0,0,0,0,0
DISAVOWS,1,0,0,0,0,0,0
DISCIPLINARY,1,0,0,0,0,0,0
DISCLAIM,1,0,0,0,0,0,0
DISCLAIMED,1,0,0,0,0,0,0
DISCLAIMER,1,0,0,0,0,0,0
DISCLAIMERS,1,0,0,0,0,0,0
DISCLAIMING,1,0,0,0,0,0,0
DISCLAIMS,1,0,0,0,0,0,0
DISCLOSE,1,0,0,0,0,0,0
DISCLOSED,1,0,0,0,0,0,0
DISCLOSES,1,0,0,0,0,0,0
DISCLOSING,1,0,0,0,0,0,0
DISCONTINUANCE,1,0,0,0,0,0,0
DISCONTINUANCES,1,0,0,0,0,0,0
DISCONTINUATION,1,0,0,0,0,0,0
DISCONTINUATIONS,1,0,0,0,0,0,0
DISCONTINUE,1,0,0,0,0,0,0
DISCONTINUED,1,0,0,0,0,0,0
DISCONTINUES,1,0,0,0,0,0,0
DISCONTINUING,1,0,0,0,0,0,0
DISCOURAGE,1,0,0,0,0,0,0
DISCOURAGED,1,0,0,0,0,0,0
DISCOURAGES,1,0,0,0,0,0,0
DISCOURAGING,1,0,0,0,0,0,0
DISCREDIT,1,0,0,0,0,0,0
DISCREDITED,1,0,0,0,0,0,0
DISCREDITING,1,0,0,0,0,0,0
DISCREDITS,1,0,0,0,0,0,0
DISCREPANCIES,1,0,0,0,0,0,0
DISCREPANCY,1,0,0,0,0,0,0
DISFAVOR,1,0,0,0,0,0,0
DISFAVORED,1,0,0,0,0,0,0
DISFAVORING,1,0,0,0,0,0,0
DISFAVORS,1,0,0,0,0,0,0
DISGORGE,1,0,0,0,0,0,0
DISGORGED,1,0,0,0,0,0,0
DISGORGEMENT,1,0,0,0,0,0,0
DISGORGEMENTS,1,0,0,0,0,0,0
DISGORGES,1,0,0,0,0,0,0
DISGORGING,1,0,0,0,0,0,0
DISGRACE,1,0,0,0,0,0,0
DISGRACEFUL,1,0,0,0,0,0,0
DISGRACEFULLY,1,0,0,0,0,0,0
DISHONEST,1,0,0,0,0,0,0
DISHONESTLY,1,0,0,0,0,0,0
DISHONESTY,1,0,0,0,0,0,0
DISHONOR,1,0,0,0,0,0,0
DISHONORABLE,1,0,0,0,0,0,0
DISHONORABLY,1,0,0,0,0,0,0
DISHONORED,1,0,0,0,0,0,0
DISHONORING,1,0,0,0,0,0,0
DISHONORS,1,0,0,0,0,0,0
DISINCENTIVES,1,0,0,0,0,0,0
DISINTERESTED,1,0,0,0,0,0,0
DISINTERESTEDLY,1,0,0,0,0,0,0
DISINTERESTEDNESS,1,0,0,0,0,0,0
DISLOYAL,1,0,0,0,0,0,0
DISLOYALLY,1,0,0,0,0,0,0
DISLOYALTY,1,0,0,0,0,0,0
DISMAL,1,0,0,0,0,0,0
DISMALLY,1,0,0,0,0,0,0
DISMISS,1,0,0,0,0,0,0
DISMISSAL,1,0,0,0,0,0,0
DISMISSALS,1,0,0,0,0,0,0
DISMISSED,1,0,0,0,0,0,0
DISMISSES,1,0,0,0,0,0,0
DISMISSING,1,0,0,0,0,0,0
DISORDERLY,1,0,0,0,0,0,0
DISPARAGE,1,0,0,0,0,0,0
DISPARAGED,1,0,0,0,0,0,0
DISPARAGEMENT,1,0,0,0,0,0,0
DISPARAGEMENTS,1,0,0,0,0,0,0
DISPARAGES,1,0,0,0,0,0,0
DISPARAGING,1,0,0,0,0,0,0
DISPARAGINGLY,1,0,0,0,0,0,0
DISPARITIES,1,0,0,0,0,0,0
DISPARITY,1,0,0,0,0,0,0
DISPLACE,1,0,0,0,0,0,0
DISPLACED,1,0,0,0,0,0,0
DISPLACEMENT,1,0,0,0,0,0,0
DISPLACEMENTS,1,0,0,0,0,0,0
DISPLACES,1,0,0,0,0,0,0
DISPLACING,1,0,0,0,0,0,0
DISPOSE,1,0,0,0,0,0,0
DISPOSITIVE,0,0,0,1,0,0,0
DISPOSSESS,1,0,0,0,0,0,0
DISPOSSESSED,1,0,0,0,0,0,0
DISPOSSESSES,1,0,0,0,0,0,0
DISPOSSESSING,1,0,0,0,0,0,0
DISPOSSESSION,0,0,0,1,0,0,0
DISPOSSESSORY,0,0,0,1,0,0,0
DISPROPORTION,1,0,0,0,0,0,0
DISPROPORTIONAL,1,0,0,0,0,0,0
DISPROPORTIONATE,1,0,0,0,0,0,0
DISPROPORTIONATELY,1,0,0,0,0,0,0
DISPUTE,1,0,0,0,0,0,0
DISPUTED,1,0,0,0,0,0,0
DISPUTES,1,0,0,0,0,0,0
DISPUTING,1,0,0,0,0,0,0
DISQUALIFICATION,1,0,0,0,0,0,0
DISQUALIFICATIONS,1,0,0,0,0,0,0
DISQUALIFIED,1,0,0,0,0,0,0
DISQUALIFIES,1,0,0,0,0,0,0
DISQUALIFY,1,0,0,0,0,0,0
DISQUALIFYING,1,0,0,0,0,0,0
DISREGARD,1,0,0,0,0,0,0
DISREGARDED,1,0,0,0,0,0,0
DISREGARDING,1,0,0,0,0,0,0
DISREGARDS,1,0,0,0,0,0,0
DISREPUTABLE,1,0,0,0,0,0,0
DISREPUTE,1,0,0,0,0,0,0
DISRUPT,1,0,0,0,0,0,0
DISRUPTED,1,0,0,0,0,0,0
DISRUPTING,1,0,0,0,0,0,0
DISRUPTION,1,0,0,0,0,0,0
DISRUPTIONS,1,0,0,0,0,0,0
DISRUPTIVE,1,0,0,0,0,0,0
DISRUPTS,1,0,0,0,0,0,0
DISSATISFACTION,1,0,0,0,0,0,0
DISSATISFIED,1,0,0,0,0,0,0
DISSENT,1,0,0,0,0,0,0
DISSENTED,1,0,0,0,0,0,0
DISSENTER,1,0,0,0,0,0,0
DISSENTERS,1,0,0,0,0,0,0
DISSENTING,1,0,0,0,0,0,0
DISSENTS,1,0,0,0,0,0,0
DISSIDENT,1,0,0,0,0,0,0
DISSIDENTS,1,0,0,0,0,0,0
DISSOLUTION,1,0,0,0,0,0,0
